Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
10.42.0.151-13.107.254.128-57844-443-6,10.42.0.151,57844,13.107.254.128,443,6,23/08/2017 01:10:39,35988,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.36112037345782,17994.0,25359.67760047434,35926.0,62.0,0,0,0,0,0,62.0,62.0,0.0,62.0,62.0,0,0,0,0,32,64,27.78704012448594,55.57408024897188,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,2048,1024,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
10.42.0.151-13.107.254.128-57847-443-6,10.42.0.151,57847,13.107.254.128,443,6,23/08/2017 01:10:39,35935,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.48406845693613,17967.5,25366.04156150502,35904.0,31.0,0,0,0,0,0,31.0,31.0,0.0,31.0,31.0,0,0,0,0,32,64,27.82802281897871,55.65604563795742,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,1550,1028,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
157.55.130.167-10.42.0.151-40019-37733-6,10.42.0.151,37733,157.55.130.167,40019,6,23/08/2017 01:10:39,46264,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.23015735777278,46264.0,0.0,46264.0,46264.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,21.61507867888639,21.61507867888639,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1404,33,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
10.42.0.151-40.117.145.132-54617-443-6,10.42.0.151,54617,40.117.145.132,443,6,23/08/2017 01:10:39,46542,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.971939323621676,46542.0,0.0,46542.0,46542.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,21.485969661810838,21.485969661810838,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1641,513,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
10.42.0.151-65.52.108.74-60659-443-6,10.42.0.151,60659,65.52.108.74,443,6,23/08/2017 01:10:39,49947,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.06366748753679,24973.5,35281.09284730279,49921.0,26.0,0,0,0,0,0,26.0,26.0,0.0,26.0,26.0,0,0,0,0,32,64,20.021222495845596,40.04244499169119,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,1550,514,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
10.42.0.151-52.179.153.195-36174-443-6,10.42.0.151,36174,52.179.153.195,443,6,23/08/2017 01:10:39,49911,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.07132696199235,49911.0,0.0,49911.0,49911.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,20.035663480996174,20.035663480996174,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1550,1025,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
10.42.0.151-91.190.218.51-49794-12350-6,10.42.0.151,49794,91.190.218.51,12350,6,23/08/2017 01:10:39,98001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.40795502086713,98001.0,0.0,98001.0,98001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10.203977510433566,10.203977510433566,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1386,9,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.10.138-10.42.0.151-443-35965-6,10.42.0.151,35965,172.217.10.138,443,6,23/08/2017 01:10:41,60,2,0,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0,0,0,0,516666.6666666666,33333.333333333336,60.0,0.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,0,0,0,0,0,1,0,0,0,64,0,33333.333333333336,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,0.0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,1591,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.10.138-10.42.0.151-443-35965-6,172.217.10.138,443,10.42.0.151,35965,6,23/08/2017 01:10:41,36,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,55555.555555555555,36.0,0.0,36.0,36.0,36.0,36.0,0.0,36.0,36.0,0,0,0,0,0,0,0,0,0,64,0,55555.555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,181,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.10.138-10.42.0.151-443-53338-6,10.42.0.151,53338,172.217.10.138,443,6,23/08/2017 01:10:47,37307,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.60924223336103,37307.0,0.0,37307.0,37307.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,26.804621116680515,26.804621116680515,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1546,170,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
