Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
10.42.0.151-31.13.80.5-44392-443-6,10.42.0.151,44392,31.13.80.5,443,6,22/08/2017 08:53:20,188614,6,7,1080.0,201.0,537.0,0.0,180.0,260.24373191298963,137.0,0.0,28.714285714285715,50.07898523237828,6791.648552069306,68.92383386174939,15717.833333333334,31677.302364005147,111513.0,13.0,54086.0,10817.2,13182.2786232123,25568.0,325.0,166324.0,27720.666666666664,43137.11024473784,111513.0,13.0,0,0,0,0,200,232,31.811000243884333,37.11283361786506,0.0,537.0,91.50000000000001,183.26976753493113,33587.807692307695,0,0,0,1,0,0,0,0,1.0,98.53846153846153,180.0,28.714285714285715,200,0,0,0,0,0,0,6,1080,7,201,65535,122,3,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.10.10-10.42.0.151-443-33960-6,10.42.0.151,33960,172.217.10.10,443,6,22/08/2017 08:53:22,88,2,0,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0,0,0,0,352272.7272727273,22727.272727272728,88.0,0.0,88.0,88.0,88.0,88.0,0.0,88.0,88.0,0,0,0,0,0,1,0,0,0,64,0,22727.272727272728,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,0.0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,2034,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.10.10-10.42.0.151-443-40122-6,10.42.0.151,40122,172.217.10.10,443,6,22/08/2017 08:53:50,36990,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.068667207353336,36990.0,0.0,36990.0,36990.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.034333603676668,27.034333603676668,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1546,170,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.10.10-10.42.0.151-443-56392-6,10.42.0.151,56392,172.217.10.10,443,6,22/08/2017 08:53:57,37280,1,2,31.0,0.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,831.5450643776824,80.47210300429184,18640.0,26278.91641601685,37222.0,58.0,0,0,0,0,0,58.0,58.0,0.0,58.0,58.0,1,0,0,0,32,64,26.824034334763947,53.648068669527895,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,0,1,0,0,1,0,0,0,2.0,20.666666666666668,31.0,0.0,32,0,0,0,0,0,0,1,31,2,0,3496,234,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
157.240.2.20-10.42.0.151-443-54573-6,157.240.2.20,443,10.42.0.151,54573,6,22/08/2017 08:54:02,36,2,0,42.0,0.0,42.0,0.0,21.0,29.698484809834994,0,0,0,0,1166666.6666666667,55555.555555555555,36.0,0.0,36.0,36.0,36.0,36.0,0.0,36.0,36.0,0,0,0,0,0,1,0,0,0,64,0,55555.555555555555,0.0,0.0,42.0,28.0,24.24871130596428,588.0,0,1,0,0,1,0,0,0,0.0,42.0,21.0,0.0,64,0,0,0,0,0,0,2,42,0,0,169,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
157.240.2.20-10.42.0.151-443-54573-6,10.42.0.151,54573,157.240.2.20,443,6,22/08/2017 08:54:02,709,3,0,42.0,0.0,42.0,0.0,14.0,24.24871130596428,0,0,0,0,59238.363892806774,4231.311706629055,354.5,143.54267658086914,456.0,253.0,709.0,354.5,143.54267658086914,456.0,253.0,0,0,0,0,0,0,0,0,0,96,0,4231.311706629055,0.0,0.0,42.0,10.5,21.0,441.0,0,0,0,0,1,0,0,0,0.0,14.0,14.0,0.0,96,0,0,0,0,0,0,3,42,0,0,1392,-1,1,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.10.10-10.42.0.151-443-59093-6,10.42.0.151,59093,172.217.10.10,443,6,22/08/2017 08:54:03,37160,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.82131324004306,37160.0,0.0,37160.0,37160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,26.91065662002153,26.91065662002153,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1901,189,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.10.10-10.42.0.151-443-45260-6,10.42.0.151,45260,172.217.10.10,443,6,22/08/2017 08:54:17,36764,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.401044500054404,36764.0,0.0,36764.0,36764.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.200522250027202,27.200522250027202,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,2078,175,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.10.10-10.42.0.151-443-57783-6,10.42.0.151,57783,172.217.10.10,443,6,22/08/2017 08:54:24,123,2,0,23.0,0.0,23.0,0.0,11.5,16.263455967290593,0,0,0,0,186991.86991869917,16260.162601626014,123.0,0.0,123.0,123.0,123.0,123.0,0.0,123.0,123.0,0,0,0,0,0,1,0,0,0,64,0,16260.162601626014,0.0,0.0,23.0,15.333333333333332,13.279056191361393,176.33333333333334,0,1,0,0,1,0,0,0,0.0,23.0,11.5,0.0,64,0,0,0,0,0,0,2,23,0,0,1546,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.10.10-10.42.0.151-443-57783-6,172.217.10.10,443,10.42.0.151,57783,6,22/08/2017 08:54:24,32,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,62500.0,32.0,0.0,32.0,32.0,32.0,32.0,0.0,32.0,32.0,0,0,0,0,0,0,0,0,0,64,0,62500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,181,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.10.10-10.42.0.151-443-57239-6,10.42.0.151,57239,172.217.10.10,443,6,22/08/2017 08:54:25,36845,1,2,31.0,0.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,841.3624643777988,81.42217397204504,18422.5,26023.65086800851,36824.0,21.0,0,0,0,0,0,21.0,21.0,0.0,21.0,21.0,1,0,0,0,32,64,27.14072465734835,54.2814493146967,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,0,1,0,0,1,0,0,0,2.0,20.666666666666668,31.0,0.0,32,0,0,0,0,0,0,1,31,2,0,1403,234,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.10.78-10.42.0.151-443-54488-6,10.42.0.151,54488,172.217.10.78,443,6,22/08/2017 08:54:27,367232,8,8,979.0,4584.0,724.0,0.0,122.375,250.85450393177544,1418.0,0.0,573.0,670.9737061060696,15148.462007668177,43.5691878703381,24482.133333333335,32217.197492436655,106781.0,6.0,305521.0,43645.857142857145,56292.86442770691,143887.0,71.0,330264.0,47180.57142857143,66618.91712283417,168458.0,6.0,0,0,0,0,264,264,21.78459393516905,21.78459393516905,0.0,1418.0,327.235294117647,531.3875150739531,282372.69117647066,0,0,0,1,0,0,0,0,1.0,347.6875,122.375,573.0,264,0,0,0,0,0,0,8,979,8,4584,65535,176,3,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.10.78-10.42.0.151-443-54488-6,10.42.0.151,54488,172.217.10.78,443,6,22/08/2017 08:54:27,224,2,0,23.0,0.0,23.0,0.0,11.5,16.263455967290593,0,0,0,0,102678.57142857143,8928.57142857143,224.0,0.0,224.0,224.0,224.0,224.0,0.0,224.0,224.0,0,0,0,0,0,1,0,0,0,64,0,8928.57142857143,0.0,0.0,23.0,15.333333333333332,13.279056191361393,176.33333333333334,0,1,0,0,1,0,0,0,0.0,23.0,11.5,0.0,64,0,0,0,0,0,0,2,23,0,0,1546,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
157.55.130.167-10.42.0.151-40019-46771-6,10.42.0.151,46771,157.55.130.167,40019,6,22/08/2017 08:53:23,66695021,3,2,316.0,4.0,316.0,0.0,105.33333333333334,182.44268506392172,4.0,0.0,2.0,2.8284271247461903,4.7979593559165385,0.07496811493619591,1.667375525E7,3.324969435994164E7,6.6548259E7,38.0,6.6695021E7,3.33475105E7,4.6952948809638195E7,6.6548259E7,146762.0,38.0,38.0,0.0,38.0,38.0,1,0,0,0,96,64,0.044980868961717546,0.029987245974478365,0.0,316.0,106.0,162.6726774845733,26462.4,0,1,0,0,1,0,0,0,0.0,127.2,105.33333333333333,2.0,96,0,0,0,0,0,0,3,316,2,4,1404,35,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
10.42.0.151-91.190.216.54-51140-12350-6,10.42.0.151,51140,91.190.216.54,12350,6,22/08/2017 08:53:23,66695107,5,2,10.0,10.0,5.0,0.0,2.0,2.7386127875258306,5.0,5.0,5.0,0.0,0.29987207307426617,0.10495522557599317,1.1115851166666668E7,2.402974097861876E7,5.9891718E7,58803.0,6.6695107E7,1.667377675E7,2.896253500331976E7,5.9891718E7,180531.0,6.0071943E7,6.0071943E7,0.0,6.0071943E7,6.0071943E7,1,0,0,0,160,64,0.07496801826856654,0.029987207307426617,0.0,5.0,3.125,2.5877458475338284,6.696428571428571,0,1,0,0,1,0,0,0,0.0,3.5714285714285716,2.0,5.0,160,0,0,0,0,0,0,5,10,2,10,1386,9,1,32,180531.0,0.0,180531.0,180531.0,5.9891718E7,0.0,5.9891718E7,5.9891718E7,RANSOMWARE_WANNALOCKER
