Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
157.240.2.20-10.42.0.151-443-49740-6,157.240.2.20,443,10.42.0.151,49740,6,22/08/2017 11:31:46,38,2,0,42.0,0.0,42.0,0.0,21.0,29.698484809834994,0,0,0,0,1105263.1578947369,52631.57894736842,38.0,0.0,38.0,38.0,38.0,38.0,0.0,38.0,38.0,0,0,0,0,0,1,0,0,0,64,0,52631.57894736842,0.0,0.0,42.0,28.0,24.24871130596428,588.0,0,1,0,0,1,0,0,0,0.0,42.0,21.0,0.0,64,0,0,0,0,0,0,2,42,0,0,313,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
157.240.2.20-10.42.0.151-443-49740-6,10.42.0.151,49740,157.240.2.20,443,6,22/08/2017 11:31:46,622,3,0,42.0,0.0,42.0,0.0,14.0,24.24871130596428,0,0,0,0,67524.115755627,4823.151125401929,311.0,258.8010819142764,494.0,128.0,622.0,311.0,258.8010819142764,494.0,128.0,0,0,0,0,0,0,0,0,0,96,0,4823.151125401929,0.0,0.0,42.0,10.5,21.0,441.0,0,0,0,0,1,0,0,0,0.0,14.0,14.0,0.0,96,0,0,0,0,0,0,3,42,0,0,1596,-1,1,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
157.240.2.20-10.42.0.151-443-49740-6,157.240.2.20,443,10.42.0.151,49740,6,22/08/2017 11:31:46,235149,1,1,0.0,42.0,0.0,0.0,0.0,0.0,42.0,42.0,42.0,0.0,178.6101578148323,8.50524561023011,235149.0,0.0,235149.0,235149.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,4.252622805115055,4.252622805115055,0.0,42.0,14.0,24.24871130596428,588.0,1,0,0,0,0,0,0,0,1.0,21.0,0.0,42.0,20,0,0,0,0,0,0,1,0,1,42,0,1596,0,20,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
216.58.218.195-10.42.0.151-443-45226-6,10.42.0.151,45226,216.58.218.195,443,6,22/08/2017 11:31:47,56853,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.17844265034387,56853.0,0.0,56853.0,56853.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,17.589221325171934,17.589221325171934,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1546,175,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
157.240.2.36-10.42.0.151-443-56259-6,157.240.2.36,443,10.42.0.151,56259,6,22/08/2017 11:32:08,37,2,0,42.0,0.0,42.0,0.0,21.0,29.698484809834994,0,0,0,0,1135135.1351351351,54054.05405405405,37.0,0.0,37.0,37.0,37.0,37.0,0.0,37.0,37.0,0,0,0,0,0,1,0,0,0,64,0,54054.05405405405,0.0,0.0,42.0,28.0,24.24871130596428,588.0,0,1,0,0,1,0,0,0,0.0,42.0,21.0,0.0,64,0,0,0,0,0,0,2,42,0,0,131,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
157.240.2.36-10.42.0.151-443-56259-6,157.240.2.36,443,10.42.0.151,56259,6,22/08/2017 11:32:09,170930,2,0,42.0,0.0,42.0,0.0,21.0,29.698484809834994,0,0,0,0,245.71462001989119,11.70069619142339,170930.0,0.0,170930.0,170930.0,170930.0,170930.0,0.0,170930.0,170930.0,0,0,0,0,0,0,0,0,0,64,0,11.70069619142339,0.0,0.0,42.0,14.0,24.24871130596428,588.0,0,0,0,0,1,1,0,0,0.0,21.0,21.0,0.0,64,0,0,0,0,0,0,2,42,0,0,131,-1,1,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
157.240.2.36-10.42.0.151-443-56259-6,10.42.0.151,56259,157.240.2.36,443,6,22/08/2017 11:32:09,2262,5,0,42.0,0.0,42.0,0.0,8.4,18.782971010998235,0,0,0,0,18567.639257294428,2210.4332449160033,565.5,931.5895018730084,1962.0,61.0,2262.0,565.5,931.5895018730084,1962.0,61.0,0,0,0,0,0,0,0,0,0,184,0,2210.4332449160033,0.0,0.0,42.0,7.0,17.146428199482248,294.0,0,0,0,0,1,0,0,0,0.0,8.4,8.4,0.0,184,0,0,0,0,0,0,5,42,0,0,1436,-1,1,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.6.206-10.42.0.151-443-38871-6,10.42.0.151,38871,172.217.6.206,443,6,22/08/2017 11:32:09,138,2,0,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0,0,0,0,224637.6811594203,14492.753623188406,138.0,0.0,138.0,138.0,138.0,138.0,0.0,138.0,138.0,0,0,0,0,0,1,0,0,0,64,0,14492.753623188406,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,0.0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,1635,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.6.206-10.42.0.151-443-38871-6,172.217.6.206,443,10.42.0.151,38871,6,22/08/2017 11:32:10,37,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,54054.05405405405,37.0,0.0,37.0,37.0,37.0,37.0,0.0,37.0,37.0,0,0,0,0,0,0,0,0,0,64,0,54054.05405405405,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,175,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.10.10-10.42.0.151-443-43864-6,10.42.0.151,43864,172.217.10.10,443,6,22/08/2017 11:32:13,37393,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.48594656753937,37393.0,0.0,37393.0,37393.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,26.742973283769686,26.742973283769686,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,7839,285,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
