Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
172.217.9.229-10.42.0.151-443-40305-6,10.42.0.151,40305,172.217.9.229,443,6,23/08/2017 02:16:53,37004,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.04821100421576,37004.0,0.0,37004.0,37004.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.02410550210788,27.02410550210788,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1635,176,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.12.206-10.42.0.151-443-36936-6,10.42.0.151,36936,172.217.12.206,443,6,23/08/2017 02:16:53,36932,1,1,23.0,0.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,622.7661648434962,54.15357955160836,36932.0,0.0,36932.0,36932.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,32,27.07678977580418,27.07678977580418,0.0,23.0,15.333333333333332,13.279056191361393,176.33333333333334,0,1,0,0,1,0,0,0,1.0,23.0,23.0,0.0,32,0,0,0,0,0,0,1,23,1,0,1403,185,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
157.240.2.36-10.42.0.151-443-48711-6,157.240.2.36,443,10.42.0.151,48711,6,23/08/2017 02:16:55,37,2,0,42.0,0.0,42.0,0.0,21.0,29.698484809834994,0,0,0,0,1135135.1351351351,54054.05405405405,37.0,0.0,37.0,37.0,37.0,37.0,0.0,37.0,37.0,0,0,0,0,0,1,0,0,0,64,0,54054.05405405405,0.0,0.0,42.0,28.0,24.24871130596428,588.0,0,1,0,0,1,0,0,0,0.0,42.0,21.0,0.0,64,0,0,0,0,0,0,2,42,0,0,131,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
157.240.2.36-10.42.0.151-443-48711-6,10.42.0.151,48711,157.240.2.36,443,6,23/08/2017 02:16:56,869,3,0,42.0,0.0,42.0,0.0,14.0,24.24871130596428,0,0,0,0,48331.41542002302,3452.2439585730726,434.5,531.0371926710972,810.0,59.0,869.0,434.5,531.0371926710972,810.0,59.0,0,0,0,0,0,0,0,0,0,96,0,3452.2439585730726,0.0,0.0,42.0,10.5,21.0,441.0,0,0,0,0,1,0,0,0,0.0,14.0,14.0,0.0,96,0,0,0,0,0,0,3,42,0,0,1435,-1,1,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.10.42-10.42.0.151-443-32878-6,10.42.0.151,32878,172.217.10.42,443,6,23/08/2017 02:16:57,37303,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.61499075141409,37303.0,0.0,37303.0,37303.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,26.807495375707045,26.807495375707045,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1724,180,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.10.42-10.42.0.151-443-48775-6,10.42.0.151,48775,172.217.10.42,443,6,23/08/2017 02:17:03,103,2,0,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0,0,0,0,300970.87378640776,19417.47572815534,103.0,0.0,103.0,103.0,103.0,103.0,0.0,103.0,103.0,0,0,0,0,0,1,0,0,0,64,0,19417.47572815534,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,0.0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,1404,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.10.42-10.42.0.151-443-48775-6,172.217.10.42,443,10.42.0.151,48775,6,23/08/2017 02:17:03,39,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,51282.05128205128,39.0,0.0,39.0,39.0,39.0,39.0,0.0,39.0,39.0,0,0,0,0,0,0,0,0,0,64,0,51282.05128205128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,181,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
10.42.0.151-108.174.10.10-43400-80-6,10.42.0.151,43400,108.174.10.10,80,6,23/08/2017 02:17:09,486079,3,4,401.0,170.0,401.0,0.0,133.66666666666666,231.51745794503992,170.0,0.0,42.5,85.0,1174.706169161803,14.400951285696358,81013.16666666667,167439.52660756858,421770.0,35.0,452158.0,226079.0,276748.86623435334,421770.0,30388.0,457565.0,152521.6666666667,259697.5276323079,452380.0,35.0,0,0,0,0,104,136,6.171836265298439,8.22911502039792,0.0,401.0,71.37500000000001,145.86974375399836,21277.98214285714,0,0,0,1,0,0,0,0,1.0,81.57142857142857,133.66666666666666,42.5,104,0,0,0,0,0,0,3,401,4,170,65535,16,1,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
172.217.10.42-10.42.0.151-443-43247-6,10.42.0.151,43247,172.217.10.42,443,6,23/08/2017 02:17:10,36853,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.269665970205956,36853.0,0.0,36853.0,36853.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.134832985102978,27.134832985102978,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1546,170,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
10.42.0.151-108.174.10.10-43400-80-6,10.42.0.151,43400,108.174.10.10,80,6,23/08/2017 02:17:10,17023,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,117.48810432943665,17023.0,0.0,17023.0,17023.0,17023.0,17023.0,0.0,17023.0,17023.0,0,0,0,0,0,0,0,0,0,64,0,117.48810432943665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,1369,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
